MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,EP_SUM_YR_1,EP_SUM_YR_2,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,WEIGHTED_SEG_KM,LAST_FLIGHT_DATE,AVG_FLIGHT_COUNT,AVG_BP_SUM,BEGIN_TO_FIRST,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,ADD_POINTS_SUM_YR_1,ADD_POINTS_SUM_YR_2,EXCHANGE_COUNT,avg_discount,P1Y_Flight_Count,L1Y_Flight_Count,P1Y_BP_SUM,L1Y_BP_SUM,EP_SUM,ADD_Point_SUM,Eli_Add_Point_Sum,L1Y_ELi_Add_Points,Points_Sum,L1Y_Points_Sum,Ration_L1Y_Flight_Count,Ration_P1Y_Flight_Count,Ration_P1Y_BPS,Ration_L1Y_BPS,Point_NotFlight
50524,2011/05/14,2011/05/14,男,4,沈阳,辽宁,CN,33,2014/03/31,28,24973,0,0,5352,7505,36609,27303.32,2014/02/20,3.5,3121.625,70,41,22.96296296,106,0,300,2,0.745808954,10,18,7556,17417,0,300,300,300,25273,17717,0.642857143,0.357142857,0.302554657,0.697405302,3
57700,2008/11/08,2008/11/10,男,5,安阳县,河南,CN,47,2014/03/31,38,22227,0,0,7115,18977,41640,27302.73,2014/03/31,4.75,2778.375,124,1,16.37837838,111,0,4777,0,0.655685159,14,24,5917,16310,0,4777,4777,4777,27004,21087,0.631578947,0.368421053,0.266195789,0.733759223,3
36591,2006/02/24,2006/02/24,男,5,广州,广东,CN,36,2014/03/31,29,24115,0,0,6095,20875,37828,27302.6,2014/03/14,3.625,3014.375,23,18,24.64285714,190,10908,10901,4,0.721756371,5,24,5785,18330,0,21809,21809,10901,45924,29231,0.827586207,0.172413793,0.239882236,0.760076298,39
25795,2009/08/11,2009/08/13,女,5,大连,辽宁,CN,39,2014/03/31,39,22558,0,562,6105,18426,39562,27295.73,2014/2/29  0:00:00,4.875,2819.75,15,32,18,129,0,0,2,0.689948183,14,25,7940,14618,562,0,562,562,23120,15180,0.641025641,0.358974359,0.351965956,0.647989716,2
11732,2007/09/14,2007/09/14,男,4,广州,广东,CN,46,2014/03/31,25,24416,0,0,14589,9966,41701,27294.57,2013/12/29,3.125,3052,5,94,26.33333333,92,0,0,0,0.654530347,15,10,13444,10972,0,0,0,0,24416,10972,0.4,0.6,0.550599992,0.449359053,0
26139,2013/01/30,2013/01/30,男,4,沈阳市,辽宁,CN,51,2014/03/31,22,13681,0,0,2657,21487,51660,27292.64,2014/02/10,4.4,2736.2,0,51,17.9047619,133,0,0,0,0.528312815,2,20,1822,11859,0,0,0,0,13681,11859,0.909090909,0.090909091,0.133167666,0.866759246,0
48197,2008/08/01,2009/10/04,男,4,汕头,广东,CN,51,2014/03/31,39,25409,0,0,14431,14886,37711,27291,2013/12/27,4.875,3176.125,54,96,15.28947368,83,0,0,4,0.723688049,18,21,11825,13584,0,0,0,0,25409,13584,0.538461538,0.461538462,0.465367965,0.53459268,4
17003,2011/01/28,2011/01/28,男,4,沈阳市,辽宁省,CN,39,2014/03/31,27,21715,0,0,17435,7792,33533,27288.33,2014/01/18,3.375,2714.375,1,74,25.23076923,84,1500,0,0,0.813775385,18,9,14891,6824,0,1500,1500,0,23215,6824,0.333333333,0.666666667,0.685715601,0.31423835,1
2808,2008/03/20,2008/03/20,男,4,GEORGETOWN,PENANG,MY,58,2014/03/31,12,26232,0,0,15953,5880,33516,27287.61,2014/02/03,1.5,3279,0,58,61.18181818,191,1500,0,0,0.814166667,9,3,18945,7287,0,1500,1500,0,27732,7287,0.25,0.75,0.722181985,0.277779896,1
10229,2005/01/05,2005/04/19,男,4,广州,广东,CN,39,2014/03/31,29,20730,0,0,14204,8957,36290,27287.49,2014/03/30,3.625,2591.25,2,2,25.96428571,108,307,1621,0,0.75192863,17,12,13857,6873,0,1928,1928,1621,22658,8494,0.413793103,0.586206897,0.668419275,0.331532488,13
6209,2012/01/06,2012/01/06,男,6,乌鲁木齐市,新疆,CN,48,2014/03/31,23,22680,0,0,4997,14001,38179,27287.03,2013/09/26,2.875,2835,102,188,20.04545455,77,0,0,0,0.714713062,14,9,8848,13832,0,0,0,0,22680,13832,0.391304348,0.608695652,0.390106256,0.609849654,0
17271,2009/09/30,2009/11/27,男,5,哈尔滨,黑龙江,CN,39,2014/03/31,23,26474,0,0,0,30021,31770,27286.98,2014/02/27,2.875,3309.25,373,34,14.72727273,109,0,0,0,0.858891407,0,23,0,26474,0,0,0,0,26474,26474,1,0,0,0.999962229,0
55712,2011/12/05,2012/01/15,男,4,北京,北京,CN,40,2014/03/31,20,25682,0,0,19659,4547,28476,27284.52,2013/09/12,2.5,3210.25,24,202,26.57894737,107,0,0,0,0.958158449,16,4,20953,4729,0,0,0,0,25682,4729,0.2,0.8,0.815831484,0.18412958,0
34434,2011/07/11,2011/07/11,男,6,宜昌,湖北,CN,53,2014/03/31,9,30048,0,326,4845,28538,23838,27284.23,2014/02/27,1.125,3756,172,34,65.625,158,0,0,0,1.144568756,4,5,4692,25356,326,0,326,326,30374,25682,0.555555556,0.444444444,0.156144963,0.843821758,1
21312,2008/08/30,2008/08/30,男,4,重庆,重庆,CN,35,2014/03/31,24,21549,0,0,15585,11830,37725,27280.02,2014/03/05,3,2693.625,75,27,27.34782609,122,0,0,0,0.723128429,12,12,13218,8331,0,0,0,0,21549,8331,0.5,0.5,0.613364269,0.386589327,0
12315,2012/02/21,2012/02/21,男,4,BANDVNG,JAWA BANRT,ID,42,2014/03/31,17,21652,0,0,12648,2965,40524,27278.6,2013/05/27,2.125,2706.5,2,310,26.1875,157,0,0,0,0.673146777,14,3,16549,5103,0,0,0,0,21652,5103,0.176470588,0.823529412,0.764282086,0.235671731,0
40718,2011/03/30,2012/09/27,女,4,MONTEREY PARK CA,,US,69,2014/03/31,4,18608,0,0,7400,2200,48928,27277.36,2013/11/23,0.5,2326,179,130,140.6666667,360,0,0,0,0.5575,3,1,13956,4652,0,0,0,0,18608,4652,0.25,0.75,0.749959697,0.249986566,0
12745,2009/03/01,2010/03/02,女,4,濮阳,河南,CN,45,2014/03/31,14,20760,0,0,17947,3467,36788,27274.28,2013/08/05,1.75,2595,42,240,34.53846154,168,0,0,2,0.741390671,12,2,17270,3490,0,0,0,0,20760,3490,0.142857143,0.857142857,0.831848177,0.168103656,2
61794,2012/01/01,2012/07/29,男,4,沈阳,辽宁,CN,32,2014/03/31,24,21687,0,0,12442,12824,36153,27271.69,2013/12/07,3,2710.875,119,116,21.56521739,134,0,0,1,0.754340995,11,13,10342,11345,0,0,0,0,21687,11345,0.541666667,0.458333333,0.47685356,0.523100332,1
6999,2012/09/16,2012/09/16,男,4,乌鲁木齐,新疆,CN,45,2014/03/31,22,23936,0,0,6070,16557,36444,27267.8,2014/03/31,3.142857143,3419.428571,0,1,26.76190476,126,0,2464,0,0.748210954,5,17,7147,16789,0,2464,2464,2464,26400,19253,0.772727273,0.227272727,0.298575427,0.701382797,1
12672,2008/09/26,2008/11/09,男,4,大连,辽宁,CN,52,2014/03/31,35,25333,0,0,14100,10759,31031,27265.67,2014/02/15,4.375,3166.625,15,46,19.70588235,62,0,57,1,0.878659083,18,17,13634,11699,0,57,57,57,25390,11756,0.485714286,0.514285714,0.538170048,0.461790479,2
36810,2006/08/01,2006/08/25,男,4,广州市,,CN,35,2014/03/31,45,23767,0,1099,14578,14788,38119,27261.28,2014/03/31,5.625,2970.875,104,1,14.22727273,92,13446,15677,3,0.715162517,21,24,12212,11555,1099,29123,30222,16776,53989,28331,0.533333333,0.466666667,0.513800067,0.486157859,29
22927,2011/07/13,2011/07/13,女,4,广州,广东,CN,30,2014/03/31,6,16395,0,0,12710,0,43590,27256.4,2013/02/07,0.75,2049.375,88,419,44.8,111,0,0,0,0.625290204,6,0,16395,0,0,0,0,0,16395,0,0,1,0.99993901,0,0
2858,2008/03/16,2012/11/29,男,4,珠海市,广东省,CN,58,2014/03/31,21,21027,0,0,3477,19627,41128,27255.14,2014/01/28,2.625,2628.375,242,64,21.25,82,0,0,0,0.662690624,4,17,3108,17919,0,0,0,0,21027,17919,0.80952381,0.19047619,0.147802929,0.852149515,0
25932,2011/01/31,2011/02/02,男,4,Hongseong-gun,Chungcheongnam-do,KR,56,2014/03/31,29,15749,0,0,18420,23921,32703,27251.43,2014/03/24,3.625,1968.625,13,8,25.35714286,147,626,0,0,0.833300615,10,19,5932,9817,0,626,626,0,16375,9817,0.655172414,0.344827586,0.376634921,0.623301587,1
38509,2007/07/05,2008/03/10,男,4,北京,北京,CN,37,2014/03/31,18,25186,0,0,15171,8633,32698,27248.31,2013/12/04,2.25,3148.25,71,119,31.82352941,130,0,0,0,0.83333262,11,7,15382,9804,0,0,0,0,25186,9804,0.388888889,0.611111111,0.610711875,0.389248422,0
5029,2012/03/10,2012/04/06,男,4,大连,辽宁,CN,58,2014/03/31,35,19236,0,0,8169,7552,37863,27248.29,2013/12/23,4.375,2404.5,5,100,18.41176471,145,0,0,0,0.719654808,19,16,11032,8204,0,0,0,0,19236,8204,0.457142857,0.542857143,0.573478193,0.426469824,0
15473,2012/09/05,2012/09/05,男,4,长沙,湖南,CN,47,2014/03/31,23,23267,0,0,10976,11096,32263,27247.13,2013/09/14,3.285714286,3323.857143,0,200,17,57,0,0,0,0.844531817,12,11,11194,12073,0,0,0,0,23267,12073,0.47826087,0.52173913,0.481089909,0.518867114,0
13010,2009/04/27,2009/04/28,女,5,晋江,福建,CN,34,2014/03/31,86,12751,0,0,20470,19695,54266,27246.58,2014/03/31,10.75,1593.875,8,1,8.494117647,77,214,0,2,0.502093023,43,43,8140,4611,0,214,214,0,12965,4611,0.5,0.5,0.638331242,0.361590339,3
62815,2007/10/19,2007/10/19,男,4,北京,,CN,48,2014/03/31,17,23806,0,0,14466,8012,31186,27239.92,2014/01/17,2.125,2975.75,39,75,38.5625,201,0,0,0,0.873466299,11,6,16375,7431,0,0,0,0,23806,7431,0.352941176,0.647058824,0.687822909,0.312135086,0
55268,2007/04/22,2011/04/15,女,4,沈阳市,辽宁,CN,37,2014/03/31,30,22894,0,0,10505,9598,43164,27239.25,2013/12/27,3.75,2861.75,11,96,21.51724138,125,0,8000,0,0.631064081,11,19,11531,11363,0,8000,8000,8000,30894,19363,0.633333333,0.366666667,0.503647085,0.496309238,2
59784,2011/08/07,2011/09/13,男,4,广州,广东,CN,36,2014/03/31,20,21490,0,0,10800,12809,39015,27238.43,2014/01/08,2.5,2686.25,28,84,32.57894737,114,763,0,0,0.698152762,9,11,8447,13043,0,763,763,0,22253,13043,0.55,0.45,0.393048253,0.606905216,1
5538,2011/06/25,2011/06/27,男,4,大连,辽宁,CN,37,2014/03/31,38,19620,0,0,10973,5504,39384,27238.06,2014/03/14,4.75,2452.5,10,18,19,188,0,0,0,0.691602173,26,12,13924,5696,0,0,0,0,19620,5696,0.315789474,0.684210526,0.709647826,0.290301208,0
52698,2010/01/31,2010/05/26,女,5,大连,辽宁,CN,43,2014/03/31,32,24425,0,0,11546,15149,35347,27237.77,2014/03/21,4,3053.125,0,11,23.22580645,121,0,0,0,0.770582228,11,21,9880,14545,0,0,0,0,24425,14545,0.65625,0.34375,0.404487022,0.595472038,0
55745,2012/03/13,2012/10/30,女,4,广州,广东,CN,28,2014/03/31,16,25680,0,0,10020,13793,29429,27237.23,2014/2/29  0:00:00,2,3210,212,32,32.46666667,173,374,147,0,0.925523463,7,9,10362,15318,0,521,521,147,26201,15465,0.5625,0.4375,0.403488961,0.5964721,8
14667,2011/10/28,2011/10/28,男,5,吉林市,吉林省,CN,40,2014/03/31,31,25466,0,0,16497,7423,29994,27236.73,2014/03/29,3.875,3183.25,14,3,23.8,119,0,0,0,0.908072615,20,11,14884,10582,0,0,0,0,25466,10582,0.35483871,0.64516129,0.584442612,0.415518121,0
53624,2006/05/09,2006/05/09,男,4,长春,吉林,CN,55,2014/03/31,32,23645,0,0,15669,11192,36663,27234.58,2014/01/03,4,2955.625,3,89,20.61290323,141,0,0,5,0.742835556,18,14,12789,10856,0,0,0,0,23645,10856,0.4375,0.5625,0.540852575,0.459105134,5
57735,2008/09/26,2008/09/26,男,4,MELBOURNE,VIC,AU,34,2014/03/31,9,17139,0,0,3405,11272,43522,27233.63,2014/03/19,1.125,2142.375,292,13,53.25,277,0,0,0,0.625743992,2,7,3531,13608,0,0,0,0,17139,13608,0.777777778,0.222222222,0.206009335,0.793932322,0
10123,2007/01/20,2007/01/20,男,4,顺德,广东,CN,34,2014/03/31,20,19737,0,0,11367,7769,39170,27232.06,2013/12/09,2.5,2467.125,25,114,31.15789474,160,396,1585,2,0.69522747,13,7,12002,7735,0,1981,1981,1585,21718,9320,0.35,0.65,0.60806566,0.391883676,22
46126,2007/02/22,2013/02/18,男,4,广州,广东,CN,37,2014/03/31,13,17900,0,0,6644,8417,38582,27230.74,2014/03/05,1.625,2237.5,323,27,31.75,161,0,0,0,0.70578871,3,10,10425,7475,0,0,0,0,17900,7475,0.769230769,0.230769231,0.5823697,0.417574437,0
23136,2011/04/19,2011/12/01,男,4,天津,天津,CN,42,2014/03/31,30,20947,0,0,8561,15537,44005,27229.82,2014/03/31,3.75,2618.375,25,1,24.31034483,150,0,0,0,0.618789228,10,20,7461,13486,0,0,0,0,20947,13486,0.666666667,0.333333333,0.356167653,0.64378461,0
8874,2006/09/25,2006/09/28,女,4,乌鲁木齐市,新疆,CN,41,2014/03/31,14,23153,0,0,8859,13213,37028,27224.51,2013/11/02,1.75,2894.125,182,151,30.61538462,153,0,2464,0,0.735241169,7,7,9075,14078,0,2464,2464,2464,25617,16542,0.5,0.5,0.391940917,0.608015894,1
28743,2012/04/12,2012/05/10,男,5,大连,辽宁,CN,38,2014/03/31,38,21672,0,0,13403,6172,34166,27223.43,2014/03/10,4.75,2709,28,22,18.10810811,97,0,200,0,0.796798864,28,10,17272,4400,0,200,200,200,21872,4600,0.263157895,0.736842105,0.79693628,0.203017579,1
43562,2013/02/03,2013/02/03,男,4,乌鲁木齐市,新疆,CN,39,2014/03/31,28,26133,0,1186,1400,12463,37122,27217.67,2014/03/13,5.6,5226.6,0,19,14.96296296,59,0,0,0,0.73319514,4,24,2781,23352,1186,0,1186,1186,27319,24538,0.857142857,0.142857143,0.106413102,0.893548634,0
11601,2007/06/07,2007/06/07,男,4,北京,北京,CN,65,2014/03/31,17,25772,0,0,11104,11906,32200,27210.37,2014/03/07,2.125,3221.5,23,25,42.6875,194,0,0,0,0.845042547,6,11,11648,14124,0,0,0,0,25772,14124,0.647058824,0.352941176,0.451945835,0.548015365,0
28653,2011/12/30,2012/06/04,女,4,广州,广东,CN,34,2014/03/31,30,24799,0,716,7300,19827,34397,27208.86,2014/01/30,3.75,3099.875,64,62,20.86206897,98,0,2000,0,0.791024217,8,22,6154,18645,716,2000,2716,2716,27515,21361,0.733333333,0.266666667,0.248145161,0.751814516,1
4806,2010/08/22,2010/09/03,男,5,武汉,湖北,CN,41,2014/03/31,30,25100,0,588,9015,16328,27924,27207.83,2014/2/29  0:00:00,3.75,3137.5,31,32,23.03448276,157,0,0,2,0.974352886,10,20,7803,17297,588,0,588,588,25688,17885,0.666666667,0.333333333,0.310864109,0.689096052,2
46048,2007/01/04,2007/01/04,男,5,HONG KONG,HONG KONG,HK,51,2014/03/31,31,25111,0,1518,2286,25206,36417,27205.52,2014/03/20,3.875,3138.875,3,12,23.86666667,275,0,21744,0,0.747055496,3,28,1798,23313,1518,21744,23262,23262,48373,46575,0.903225806,0.096774194,0.071599235,0.928360943,4
2375,2005/10/28,2006/03/13,男,4,北京,北京,CN,45,2014/03/31,26,24765,0,0,11404,12885,36202,27205.1,2014/03/12,3.25,3095.625,79,20,25.28,115,0,0,1,0.751480581,11,15,11221,13544,0,0,0,0,24765,13544,0.576923077,0.423076923,0.453080837,0.546878785,2
54015,2007/10/31,2009/07/18,男,4,北京,北京,CN,53,2014/03/31,21,23011,0,0,12049,8364,38995,27203.73,2014/01/24,2.625,2876.375,145,68,25.9,94,0,500,1,0.697620977,12,9,13928,9083,0,500,500,500,23511,9583,0.428571429,0.571428571,0.605249435,0.394707109,2
24340,2012/01/27,2012/01/27,男,4,深圳,广东,CN,36,2014/03/31,27,24291,0,688,7611,17484,35294,27200.36,2014/03/19,3.375,3036.375,48,13,25.76923077,129,0,0,1,0.770679436,10,17,7535,16756,688,0,688,688,24979,17444,0.62962963,0.37037037,0.310184423,0.689774411,1
35385,2011/12/19,2012/12/01,男,4,北京,.,CN,54,2014/03/31,23,23037,0,0,16443,24199,36562,27198.71,2014/03/30,2.875,2879.625,244,2,22.04545455,73,0,0,0,0.743906515,8,15,9499,13538,0,0,0,0,23037,13538,0.652173913,0.347826087,0.412318778,0.587637816,0
35779,2008/07/08,2008/07/12,男,4,沈阳,辽宁省,CN,34,2014/03/31,29,22444,0,0,15749,6732,34907,27193.3,2013/12/07,3.625,2805.5,20,116,21.25,132,800,800,4,0.7790214,19,10,15724,6720,0,1600,1600,800,24044,7520,0.344827586,0.655172414,0.700556917,0.29939853,6
25049,2012/10/20,2012/10/20,男,5,.,北京,CN,29,2014/03/31,22,25657,0,0,0,15672,32090,27190.86,2014/01/26,3.666666667,4276.166667,0,66,22.04761905,82,0,0,2,0.847331256,5,17,6402,19255,0,0,0,0,25657,19255,0.772727273,0.227272727,0.249512823,0.750448203,2
26715,2006/12/10,2006/12/10,男,4,中山,广东,CN,47,2014/03/31,31,22222,0,0,16748,8431,35985,27181.98,2014/01/10,3.875,2777.75,5,82,21.46666667,111,0,0,0,0.755369737,21,10,13748,8474,0,0,0,0,22222,8474,0.322580645,0.677419355,0.618638348,0.381316654,0
10052,2007/02/18,2007/12/17,男,4,东城区,北京,CN,39,2014/03/31,22,23552,0,0,13464,10224,36318,27181.96,2014/03/22,2.75,2944,80,10,30.52380952,133,0,492,0,0.748443196,11,11,13821,9731,0,492,492,492,24044,10223,0.5,0.5,0.586804229,0.413153314,1
40203,2009/11/05,2009/11/05,男,4,HONG KONG,Hong Kong,HK,60,2014/03/31,19,22869,0,0,9359,13747,38625,27178.66,2014/03/27,2.375,2858.625,9,5,39.83333333,113,0,0,0,0.703654628,8,11,10591,12278,0,0,0,0,22869,12278,0.578947368,0.421052632,0.463095759,0.536860516,0
60245,2011/12/04,2011/12/04,男,4,广州,广东,CN,28,2014/03/31,16,21681,0,0,10019,10357,41224,27178.05,2013/12/20,2,2710.125,30,103,39.86666667,162,0,0,0,0.659277363,10,6,7749,13932,0,0,0,0,21681,13932,0.375,0.625,0.357393229,0.642560649,0
47515,2007/04/13,2007/04/13,男,4,番禺,广东,CN,46,2014/03/31,24,23627,0,0,19375,6587,39866,27174.58,2014/01/09,3,2953.375,19,83,27.34782609,192,0,0,4,0.681648021,17,7,18508,5119,0,0,0,0,23627,5119,0.291666667,0.708333333,0.78330794,0.216649738,4
62771,2007/05/29,2007/05/29,女,4,哈尔滨,黑龙江,CN,47,2014/03/31,24,25940,0,0,8864,13714,36949,27164.86,2014/03/02,3,3242.5,3,30,30.34782609,110,0,0,3,0.735198788,12,12,9498,16442,0,0,0,0,25940,16442,0.5,0.5,0.366138545,0.633822906,3
32289,2011/06/07,2011/06/07,男,4,长春,吉林,CN,57,2014/03/31,29,23269,0,0,11541,6566,36320,27161.56,2013/10/18,3.625,2908.625,21,166,19.42857143,98,0,0,2,0.747840308,18,11,14224,9045,0,0,0,0,23269,9045,0.379310345,0.620689655,0.611259132,0.388697894,2
28892,2012/11/27,2013/03/15,女,4,新会,广东,CN,35,2014/03/31,21,25947,0,0,2040,21481,40648,27156.58,2014/03/07,3.5,4324.5,108,25,17.9,59,0,0,0,0.668091419,2,19,1526,24421,0,0,0,0,25947,24421,0.904761905,0.095238095,0.058809928,0.941151534,0
14707,2012/05/09,2013/05/25,男,4,weft covina,,US,51,2014/03/31,3,20936,0,0,0,9000,36696,27155.04,2014/01/13,0.375,2617,381,79,116.5,229,0,0,0,0.74,0,3,0,20936,0,0,0,0,20936,20936,1,0,0,0.999952238,0
28830,2012/09/05,2012/09/05,男,4,CALIFORNIA,CA,US,,2014/03/31,3,13956,0,0,3200,5900,36696,27155.04,2013/11/28,0.428571429,1993.714286,0,125,224.5,365,0,0,0,0.74,1,2,4652,9304,0,0,0,0,13956,9304,0.666666667,0.333333333,0.33330945,0.666618901,0
40405,2010/04/29,2010/05/29,男,4,大连,辽宁,CN,37,2014/03/31,35,25133,0,1011,13816,13886,31123,27147.74,2014/2/29  0:00:00,4.375,3141.625,49,32,19.11764706,100,0,0,0,0.872272596,19,16,11295,13838,1011,0,1011,1011,26144,14849,0.457142857,0.542857143,0.449391263,0.55056895,0
3515,2008/09/13,2009/12/03,男,4,北京,北京,CN,57,2014/03/31,37,24347,0,923,10788,15606,35789,27147.69,2014/03/30,4.625,3043.375,5,2,20.11111111,84,0,500,1,0.758548437,13,24,10185,14162,923,500,1423,1423,25770,15585,0.648648649,0.351351351,0.418309512,0.581649417,2
38170,2005/05/25,2005/07/02,男,5,广州市,广东省,CN,38,2014/03/31,37,26145,0,684,10660,18577,29469,27144.65,2014/03/25,4.625,3268.125,64,7,18.33333333,131,0,100,2,0.92112559,13,24,9261,16884,684,100,784,784,26929,17668,0.648648649,0.351351351,0.35420332,0.645758433,3
49805,2010/08/07,2010/12/08,男,4,中山,广东,CN,53,2014/03/31,18,21648,0,0,12842,8563,39665,27137.84,2014/02/17,2.25,2706,21,44,39.17647059,175,0,0,0,0.684175974,11,7,10386,11262,0,0,0,0,21648,11262,0.388888889,0.611111111,0.479745023,0.520208786,0
16433,2013/03/28,2013/04/02,男,5,长沙,湖南,CN,35,2014/03/31,24,22648,0,671,0,23301,34145,27135.24,2014/03/16,4.8,4529.6,5,16,15.17391304,42,0,500,3,0.794706106,0,24,0,22648,671,500,1171,1171,23819,23819,1,0,0,0.999955848,4
52772,2010/02/13,2010/03/09,女,4,南京,江苏,CN,41,2014/03/31,36,19944,0,0,14316,10424,43121,27134.81,2014/03/18,4.5,2493,13,14,20.11428571,133,0,0,2,0.629271353,20,16,11302,8642,0,0,0,0,19944,8642,0.444444444,0.555555556,0.56665831,0.433291552,2
24068,2012/04/03,2012/12/01,男,4,广州,广东,CN,27,2014/03/31,16,16591,0,0,3449,17336,46828,27134.78,2014/02/26,2,2073.875,242,35,30.13333333,80,0,0,0,0.579456308,4,12,3080,13511,0,0,0,0,16591,13511,0.75,0.25,0.18563163,0.8143081,0
7885,2011/09/14,2012/01/08,女,4,长春市,吉林省,CN,40,2014/03/31,24,26062,0,0,6144,6396,32026,27132.91,2014/02/14,3,3257.75,17,47,29,133,0,0,0,0.847215075,15,9,17078,8984,0,0,0,0,26062,8984,0.375,0.625,0.655258412,0.344703219,0
27308,2011/05/31,2012/09/15,男,4,广州,广东,CN,42,2014/03/31,28,22483,0,794,9649,16085,36627,27128.13,2014/03/16,3.5,2810.375,167,16,20.2962963,66,4512,3133,0,0.74065935,9,19,8173,14310,794,7645,8439,3927,30922,18237,0.678571429,0.321428571,0.363502935,0.636452589,13
58405,2009/11/20,2009/11/24,男,4,北京,北京,CN,44,2014/03/31,25,26040,0,0,8178,16462,33994,27124.46,2014/02/25,3.125,3255,26,36,27.875,167,0,1426,0,0.797919045,9,16,7378,18662,0,1426,1426,1426,27466,20088,0.64,0.36,0.283322453,0.716639146,2
48930,2008/12/04,2010/09/23,男,4,广州,广东,CN,47,2014/03/31,24,22803,0,0,5456,17522,37116,27122.85,2014/03/02,3,2850.375,111,30,25.65217391,151,0,0,0,0.730758972,6,18,4892,17911,0,0,0,0,22803,17911,0.75,0.25,0.214523768,0.78543238,0
43279,2012/11/12,2012/11/12,女,4,广州,广东,CN,28,2014/03/31,35,17885,0,503,11255,14196,47462,27121.84,2014/03/28,5.833333333,2980.833333,0,4,14.76470588,75,0,500,1,0.57144326,15,20,8512,9373,503,500,1003,1003,18888,10376,0.571428571,0.428571429,0.475902941,0.52404115,2
12907,2012/03/01,2012/03/01,男,4,北京,-,CN,41,2014/03/31,18,21902,0,0,11671,11639,35415,27121.09,2014/03/18,2.25,2737.75,69,14,38.11764706,194,0,0,0,0.765807991,9,9,10014,11888,0,0,0,0,21902,11888,0.5,0.5,0.457197644,0.5427567,0
56133,2005/01/25,2005/03/25,男,4,北京,北京,CN,53,2014/03/31,25,20297,0,0,14148,7953,48025,27119.79,2014/03/05,3.125,2537.125,17,27,28.625,88,0,0,1,0.56470151,15,10,13539,6758,0,0,0,0,20297,6758,0.4,0.6,0.667011528,0.332939206,1
47183,2005/03/24,2005/06/21,男,4,成都,四川,CN,49,2014/03/31,21,21520,0,2108,7869,12098,45253,27119.46,2014/03/29,2.625,2690,47,3,34.05,141,0,0,0,0.599285351,8,13,12161,9359,2108,0,2108,2108,23628,11467,0.619047619,0.380952381,0.565075972,0.434877561,1
7304,2013/01/24,2013/01/29,女,4,佛山,广东,CN,30,2014/03/31,19,23944,0,0,4080,18859,38228,27118.85,2014/02/21,3.8,4788.8,5,40,21.55555556,79,0,0,0,0.709397562,3,16,4579,19365,0,0,0,0,23944,19365,0.842105263,0.157894737,0.191229902,0.808728336,0
32058,2011/02/22,2011/04/14,男,5,广州,广 东,CN,37,2014/03/31,29,20726,0,0,11345,14412,38867,27116.71,2014/02/17,3.625,2590.75,17,44,23.92857143,310,0,0,1,0.697679522,11,18,8822,11904,0,0,0,0,20726,11904,0.620689655,0.379310345,0.425628407,0.574323346,1
35279,2010/09/11,2010/11/02,男,4,喀什,新疆,CN,42,2014/03/31,18,23423,0,0,14475,1615,38282,27115.44,2013/11/29,2.25,2927.875,78,124,31.11764706,364,0,0,0,0.708307821,17,1,22438,985,0,0,0,0,23423,985,0.055555556,0.944444444,0.957906421,0.042050888,0
34990,2011/12/14,2011/12/21,女,4,沈阳市,辽宁省,CN,45,2014/03/31,21,17851,0,0,13061,10443,51505,27114.89,2014/01/20,2.625,2231.375,37,72,31.1,123,0,0,0,0.526451607,12,9,11018,6833,0,0,0,0,17851,6833,0.428571429,0.571428571,0.617185749,0.382758234,0
18008,2006/04/09,2006/07/14,女,4,乌鲁木齐市,新疆,CN,47,2014/03/31,20,17676,0,0,14612,6194,45181,27114.39,2014/02/05,2.5,2209.5,17,56,34.63157895,246,0,0,0,0.600128151,14,6,13616,4060,0,0,0,0,17676,4060,0.3,0.7,0.770266448,0.229676981,0
30582,2009/01/11,2009/01/11,男,4,上海,,CN,34,2014/03/31,30,24116,0,0,16560,2047,33539,27109.85,2013/12/02,3.75,3014.5,42,121,19.5862069,217,0,0,0,0.808308238,24,6,18312,5804,0,0,0,0,24116,5804,0.2,0.8,0.75929842,0.240660115,2
14137,2011/05/14,2011/07/15,男,4,苏州市,江苏,CN,48,2014/03/31,21,17804,0,0,20300,13106,39788,27109.16,2014/03/16,2.625,2225.5,69,16,32.3,208,0,0,0,0.681340103,10,11,10228,7576,0,0,0,0,17804,7576,0.523809524,0.476190476,0.574445381,0.425498455,0
18426,2011/09/08,2012/12/05,男,4,北京,北京,CN,47,2014/03/31,22,18773,0,0,14153,6463,53254,27108.14,2014/2/29  0:00:00,2.75,2346.625,248,32,21.47619048,95,6220,2359,0,0.509034814,14,8,15065,3708,0,8579,8579,2359,27352,6067,0.363636364,0.636363636,0.802439544,0.197507191,26
45567,2005/12/07,2010/02/19,男,4,北京,北京,CN,53,2014/03/31,16,25554,0,0,9243,15287,34129,27107.88,2013/11/30,2,3194.25,117,123,32.73333333,239,0,0,0,0.794277008,6,10,8829,16725,0,0,0,0,25554,16725,0.625,0.375,0.345490119,0.654470749,0
